Country,País,Year,Sector,%GDP,ISO3
Croatia,Croacia,2023,Private non-profit sector,0.0,HRV
Italy,Italia,2023,Private non-profit sector,0.02,ITA
Cyprus,Chipre,2023,Private non-profit sector,0.11,CYP
Luxembourg,Luxemburgo,2023,Private non-profit sector,0.0,LUX
Netherlands,Países Bajos,2023,Private non-profit sector,0.0,NLD
Austria,Austria,2023,Private non-profit sector,0.02,AUT
Poland,Polonia,2023,Private non-profit sector,0.0,POL
Portugal,Portugal,2023,Private non-profit sector,0.04,PRT
Romania,Rumanía,2023,Private non-profit sector,0.0,ROU
Slovenia,Eslovenia,2023,Private non-profit sector,0.02,SVN
Slovakia,Eslovaquia,2023,Private non-profit sector,0.0,SVK
Finland,Finlandia,2023,Private non-profit sector,0.02,FIN
Sweden,Suecia,2023,Private non-profit sector,0.01,SWE
Iceland,Islandia,2023,Private non-profit sector,0.0,ISL
Norway,Noruega,2023,Private non-profit sector,0.0,NOR
Serbia,Serbia,2023,Private non-profit sector,0.0,SRB
